,code,signal_id,phase,target,label
69,bj bi bj bi bk bi bk bi bh bj bh bj bi bi bk bg bj bk bg bk bg bj bh bh bj bi bj bi bk bj bi bi bh bj bf bi bi bh bk bh bj bj bg bk bi bi bi bi bj bh bj bi bi bi bj bj bh bk bh bj bi bi bk bj bk bk bi bk bi bi bj bh bj bi bj bj bi bh bk bi bh bk bh bi bi bi bj bh bj bj bi bj bi bi bi bh bj bj bg bi bj bi bi bh bh bi bg bh bi bg bj bh bh bi bh bh bi bf bh bg bg bi bg bj bh bg bi bh bi bg bh bi bh bh bi bk bh bj bi bh bj bf bi bi bg bk bg bj bi bh bk bf bj bh bh bi bi bj bi bj bh bi bi bg bj bg bi bi bf bl bg bi bi bg bj bf bi bg bg bh bh bh bg bh bh bg bg bf bi be bg bh bf bh bg bh bh bf bi bg bg bg bg bh bg bh bh bi,69,0,0,Não
456,al an am aq am am an am ap am an am an am al ap am an an am an an ar al am am an an am am an am am an ao am am an ak am am ap an am ao am am ak am an an ap an an an ao an al am aj am an an ao an an an an am am ao al al am ap ao am an aj ao am am al aj an am ao am an ap ak am an am am al an al an an an am ak am am am am an an al am am am an am am al am an an an aj am am am am an ao am am am al am al an am am ao an am am ao an an am ak ao an an am al an am ao al am an al an an an am an an an ao am am aj aj an am an an am an al ao al am ak am ao an ao am an am ak am am an an am am an ao al an al an an ak an an am am al,456,0,1,Sim
490,af ab af ag af ae ad ag ae ae ae af af ad ae ad af ag ad ad af ae ad ad ag ag ae ad af af ae af ae ag ad ae ae af af ae ae af af ad ae af ag ae ae ad af ae ae ae ae ag ac ad ae ag ae ad af ad ad ad ag af ae ae ad ad af af ae ae ae ad ac af ag ag ac ae ae ae ae ae ag ae ae ad ae ae ae ae ad af ae ad ad af af ae ad ad ad af ae ae ag ae ad ab af af ae ad ad ae ad ae ae af af ae ac ae ag af ac af ag ae ad ae ag ae ae ad ae af ad ae ae ah ae ae ac ae af ae ae ae ae ac ad ag ag ae ac ac af ae ae af af ae ac af af af ad ae ae ae ae ae ae ae af ad ad ae ag ad ae ag ag ae ac ag af ae ad af af ae ad ae ah af ae ad af af af ae,490,1,0,Não
154,bn bp bq br bm bm bq bq bo bn bo bt bn bp bm bo bo bn bn bo bo bo bm bn bp bq bo bn bm bn bo bo bp bm bn bo bq bq bn bm bo bq bo bn bn bp bq bo bn bo bp bp bm bm bo bq bo bm bo bp bo bo bn bo bn bp bo bp bo bn bq bp bm bm bq bq bp bm bm bq br bo bm bm bp bp bo bn bn bp bp bo bp bo bm bn bo bp bo bo bn bn bn bo bo bo bn bn bn bp br bp bm bn br bo bn bn bo bq bo bn bp bo bp bn bo bn bp bm bo bo bn bo bn bo bo bm bm bp bp bn bm bp bq bo bn bp bp bn bm bm bo bq bq bo bm bn bp bp bn bm bn bn br bo bo bn bn bp bp bm bn bo bp bn bn bn bp bp bm bm bp bq bn bm bp bs bq bn bn bp bp bn bm bm bp bo bn bo bn bm bn bp bp bm bm bo,154,1,0,Não
82,bn bo bm bo bm bn bm bn bm bm bn bm bn bn bm bm bm bm bm bm bm bm bn bo bo bn bn bm bo bo bn bm bn bm bo bo bn bn bn bn bn bo bn bp bm bm bm bm bn bn bn bm bm bm bn bo bn bn bn bm bm bn bm bn bm bo bo bn bn bn bn bn bm bm bn bm bn bp bn bn bn bn bm bm bm bm bn bm bo bn bm bm bm bn bn bo bn bn bm bm bn bp bn bm bn bm bn bp bo bm bo bn bm bo bm bm bm bm bn bq bn bm bm bm bm bn bn bn bm bm bn bo bp bo bm bn bn bn bo bo bn bm bn bp bp bn bm bn bn bn bp bn bo bo bn bo bn bm bn bn bn bm bn bn bo bn bm bn bn bm bn bo bo bp bp bn bn bo bo bo bn bm bm bo bp bq bp bm bn bm bn bo bp bm bm bo bo bo bo bn bm bn bm bn bo bo bn bo,82,1,0,Não
478,aj aj am aj al aj ak ak ai aj al ai ak ai ak ak aj aj ak aj ak ak ak aj aj ak ak al aj ak ak ak ak aj ak am aj ak aj ak ak ak aj al ai ak ak ak aj ai ak al aj ak ak ak ak aj ak ak al ak al ak aj ak al ak an ai ak aj al ak ak ak al ai ak aj al al aj ak al aj aj al ak aj aj al aj al aj al ak aj ak al ak al ai ak ak ak ak ak ak al ai ak ak ak ak ai ak aj aj ak ak aj aj aj ak ak ak aj ak ak aj ak ak ak ak ai ak ak ak al aj ak ak aj al al ak ak ai aj ak aj ak aj ak ai ak ak aj ak ak ak ak aj al ak ak al aj al ak al al ak ak ak aj am ak al ak al ak am aj al ak ak aj ak ak am ak ak ak ak ak al ak aj al aj al al ak al ak ak,478,1,0,Não
172,bo bp br br bs br bp bp bq bq br bq bp bq br br br bt bp bp bq bq br br bp bq bs bs br br bq bq bq bo bq bs bq bq br bs bs br bp bq bs bp bp br br br bs bp br bq bp bq bt br bp br br br br bq br bq bq br bt bs br bq bq bq bt br bq br bq bs bt bt bs bs bp bp bs br br br bq bq bs bs bs br bq bp bq bs bs br br br br br br br br br bq bq bs bt br bp bs bs bq br br bt bs br bp bs bs bq br bs bq bp bs br bs bt br bq bs br bq bs br br br br bt bu bq bo br bt bs bs bs bq bt br bs bt bq bp bq br bs bu br bq bs br bs bt bs bp bq br bt bu bt br bs bs br bt bs bs br br br bt bt bs br br br bs bt br bs br br br bt bt br bs br bs,172,1,0,Não
321,am al ak af ag ah aj ak ai af ae ag ah ah ag ac ac af ah ai aj ag ad ag ai ah ai af af ah ai ak aj ag ad af af af ag ad ae ag ai aj ai ah ag ai ai aj ak aj ak am an ak ai aj ah ai ai ai ah af af ah ah af ad ab uuu ae ag ag af ae af ag aj ai ai ai ag al an am am al aj ai am am ak ah ag aj aj aj ah af ac ac ag af af ae ad ae af ai ah af ad ag ak aj ak al aj aj an al al ak ai aj al ak aj ak ai ah ai ai ae ag ag ae ag ah ae ad ag af ag af ae ae ae ah aj ai ag ah ah ak am al aj ak ak ak am an ak ah ai ah al ak ah ag ag af ah aj ae ac ac ad ag ag ag af ae af ah ah ah ag ah ai al al ak ak aj aj ak al ai aj aj ai ak al ai ah,321,0,0,Não
90,bq bs br bq bt bt bt br bp bm cb bu bs bt br bs bs bq br bs br br bq bs ca bq br bu cb br bq bt bu bs bp bs bu bs bs bs br bs br br br bs bq bp bs bt bs br bq bs bt br bq br br bs br bt bs bq bq bs bu bu bq bq bt bt bt bq bs bs bp bq bt bu bs br bp br bs bs bs br bt bs bq br bs bs bp br bu bs bp bp bt bu bq br bt br br bq br bt br br bt bt bs bs br br bt bs bp bp bu bu bt br br bt bq bp bu bs bp bq bs bu bs bq br br bs br bs br br br br bu bt br bq bs bu bt bq bq bu bu bq bs bu bt bq bq bt bs bq bq bt bu bt bs br bp bt br bt br bt bt bs bq br bs bq bs bt br br bs bu bu bs br bs br br bs bt bs br br bs bt bs bq bp br,90,0,0,Não
180,bq bn bo bs bq bt bs bs bo bq bt bp bt bn bp bp bq bs bt bs bm bs br bp bs bo bo br br br bt bq bn bq bn bn br bq bp bn bs bp bq bt bn bq bp bs bq br br bq bu bn bq bp bq bp bp bp bn bt bq br bs bn bq bq bo bq bs br bn br bn bp bs bp bq bm bp bp bt br bn br bo bq bp bs br bo bq bo bu bs bp bo bn bq br bt bo bq br bo bs bq bq bo bo bp br bu bp bs bq bm bs bq bq bn bp bp bo bt bp br bp bq bp bn bs bp bt bo bq br bq br bo bq bo br bp bp bs bq bt bt bp bp bp bs bq bt bp bn bt bp bt bp bp bo bn bp bp cb bp bp bp bq bu bq br bn bp bq br bt br br bn bq br br br bm bq bq br ca bs bp bn bs bp br bu bn br bq bs bs bs bp bn bs,180,0,0,Não
415,ca cb cb bu ce bt ca bu bu ca ca ca bt cb bu ca cb ca ca bs cb ca cb bu ca bt ca cb cb ca bs bu ca cb bu ca bs ca bu cb cb ca bu ca cc bu cb bu bt bt ca bu bt cb bt ca ca ca ca bt cb bt ca ca ca bt bu ca bu cb bu bu bu bu bt ca cb bu bt ca cb ca bu cc bt bt ca ca cb bu bu bs ca ca ca ca bt bu bt ca ca bu bu bt cb ca cc bt bu bt ca ca ca ca bt bt ca cc cb ca bt bs cc cc ca ca bu bs ca cc bt bt bu bt ca cb bu bu bu cb bu cb ca bu bu bt cc bt ca bu ca bt ca cb ca ca bs ca ca cc bt bu cc bt ca cb cb bu bu ca bt cb ca ca bu ca bt cb cc ca bt bu ca cb cb bu bu bu ca bu cc ca bu bt ca ca bu ca bu bu bu cb cd ca bu bt ca ca,415,1,0,Não
312,an am am an ap aq ao am am am ao ar ao an an an aq ar aq am am an ao ao aq ap am an ap ap ao am ao ap an an ao ao an ap ap an an an ap ar ap am am am ap ar ao am an an ap ar ap ao ap ao ao ap ao am am an aq aq ao an an aq aq aq ao am an ap aq ao ap an ao ap an ao ap ao ap ap an ao an ao ar ap am ao aq ao aq aq am am ao ap aq ap ap ao ap aq aq aq am an ap ap ao ao ap aq ar ao an ao ao aq ar ap am an an ar ar am an an an ap at ap an ap ap aq as ao am ao aq ar ar ap an ap aq as ar ao an an aq as as ap an ao ap ap ar ap an ao ao ao ar ap an ar aq am ap aq ap aq ap am ao ap aq ap ap ap ao ap ar ar ao ap ap ao aq ap aq ap,312,0,0,Não
278,bk bh bg bh bn bl bj bg bi bk bm bk bh bi bi bj bk bj bh bj bk bk bl bi bg bj bk bk bk bj bg bk bl bl bk bi bf bk bm bk bi bi bj bm bm bi bi bi bk bk bk bg bi bl bj bl bj bh bh bk bk bl bk bg bi bl bm bl bj bg bh bl bl bk bj bh bi bn bk bi bh bi bj bm bk bh bi bi bk bl bk bg bj bi bk bl bj bi bi bk bj bl bi bf bk bl bl bj bi bg bk bl bj bj bh bi bl bn bj bh bh bi bl bl bh bg bi bj bl bl bi bg bi bi bk bi bg bi bj bj bh bh bc bf bj bi be bc bd bf bk bg be be bc bh bj bi be bg bh bl bm bi bg bh bk bm bm bi bg bj bk bl bk be be bh bi bi bf bd bc bh bg bf bd bb bd bh bj bg bh bg bj bn bn bk bj bm bm br bo bl bm bm bo bo,278,2,0,Não
382,au au bb au ba bc bc ba at at at bb au au ar at bc bc ba as as bb bd ba at as at bb be bb at as au ba bb bb at ba bb bc bb ba at at ba at au bb ba au at as as bd bc ba at ar at be bd at as ar au bd bb as at ba bd bc ba at as ba bb bb au at au bc bb at as at ba ba ba as at at ba bb au at at as at au at au ba au as au au bb au ar as au bb bb at aq ar au bb bc at aq ar au ba ba au aq at bb au au at as au bc au at au au at bb at at bc bc au au at as bc au as at au ba bb at aq ba bb ba at at ar bb bc ba as ar at ba bb as aq ar ba bc bb as as as au ba au au at ba au au as as at as as at at ba ba at as au bb bb au ar aq at,382,1,0,Não
473,bu bu bs bs bs bu bs bt bs bt bt br bt bs bt bs bu bu bs bs bs bs bs br bt bs ca bt bs bs bs bu br br bt bu bu br bu bs bs bt bs bu bs bu bu bt bt br bu bu bt bu bs bu bt ca bt bs bu bu bu bt bu ca bu bs bs ca bu bt ca ca bu bs ca bu bu bt bt ca bt bu bu bu bu bt bu bt bu bu bs bt bu ca bs bs bt bt bu bt bt bu bs bs bs bu bt bt bt bs bt bt bu bt bs br br bu bt bu bt bs bu bt bt br bt bu bt bt bs ca bu bt bt bt bu bs bu bu bs bu bu ca bu bt bt bt cb bs bt bt bs cb bt bt bt bu ca bu bu bt bt bt bt ca bu bu bs bu bu bs bt bt bt bt bt bu bu bt bs bt bu bt bt bs bt bs bt br bs bu bs bs br bs bu bs bs bs bt br br bu bt bt,473,2,0,Não
453,ai ak ai ai ai af af ai ai ai al ai ah aj al ak ak ah ag ai ak al ak aj ag ah ah ai ai af ac af ag af ai ah ac ac ae ah ai ai ae ag ai aj al an aj aj ak ak am an ak aj ai ai ai aj ag ae ab ab ad af ac ab ab ab ac ae ae ad ae ag ag aj ak aj ai al ak am am al ak al al ak aj af ag af ae ac ac ac ad ae ac ac ad ac ac ae af ah ai ag aj an am aj al ai ak al am ak al aj ah aj ai ah ae ac ac ad ae af ag ab ac ac ae ah ag ae ae ai ak am am ai ai ak ai ak an ak ah ah aj aj ak ag ae ae af ag ah ah ae af ad af ag ah ag af af ai aj ak ai ai ah ai ai al aj aj aj aj ai ak ai ai ag ae af ai ai ah ah ag af ag ag ag af af ae ah ah aj,453,0,0,Não
324,bh bf bd bf bf be be bf bd bg be be bf bf bg be bd bc bf bf bf bf bd be bi bf bf bf be bd be bg be bh bd be bf bg bf be bc be bf be bg bf be be bi be bf bg bf be bf bf be bg bf bf bf bf bg bf be bf bf bf bg bg bf be bh be bf bf bg bf bf bg bf bg be be be bg bg bh bd bf bg bg bf bf bf bf bh bf bg bf bf bf bg be bg bg be be bf bg bg bi be bf bg bg bg bg bg be bg bf bg bg bg be bf be bh bg bf bg bf bf bg bi bd bg bg bg bg bh bg bg bg bf bf bg bg bg bf be bh bg bg bg bg bg be bh bf bg bh bh bg bg bg bh bg bg bg bg bg bg bh be bh bh bg bg bg bg bh bg bf bh bh bh bg bg bf bi bh bg bf bg bg bh bi be bh bh bg bg bh bh bj bh,324,0,0,Não
432,cb cb ca ca cc ca bu cb cb ca cb ca ca cb bn ca ca ca cb cb cc ca ca bu cb cb cb cb cb cb ca cb ca cb ca cb ca ca cb ca ca ca ca ca bu cb ca cb ca bu cb ca cc ca ca cb cb ca ca cc ca ca cb cb cb cb bu ca ca cb ca ca ca ca bu cb ca bu ca ca ca ca cb ca ca ca cb bu ca cb bu ca ca cb ca cb cb cb ca bu cb cb ca cc ca ca ca cb cb bt cb ca cb bu ca cb bu cb ca bu ca ca ca ca bu cb bu cc cb ca bu cb cb cb cb ca ca cb cb ca cc bu ca bt cb ca bu bu cb ca ca cb bu bu ca cb ca ca ca cb bu cb ca ca ca cb cb ca cb bu cb cb cc ca bu ca ca cb ca ca ca ca cc cb ca ca bu cb bu ca bu ca ca ca cb cb ca bu ca cb cb bu ca ca cb cb ca cb,432,0,1,Sim
347,am am am ak am am aj am al al ak al al al am al al ak al an al al al am ak am an al al al am an al ak ak am al am an al ak al al al am al am am am am al al al al al al am am ak al al an al am al am al am am al am ak am am an ak ak am al an am am al ak al al am ak ak ak ak an an al al al al al am al al al ak am an am al am an am an am am ak am an am am ak ak al al an am aj al an am am al al ak aj al am am ak ak am am am am am ak al am am am al al al am am am al am an an am an al al al al an al al al am am an an aj am am am am am al ak an am an al al am an an am am am ak al an an am al al am al am an am ak am am am al,347,2,0,Não
86,cf cf cg cf cd cf ch cg ce cg cf cf cf ch ch cf ce cg ch cg cf ch ch cf ch cg cg cg cg cf ce cf cg cf ce ch cg cd cf cg cg ce cf ch ce cf cf cf cg cf cg cf cf cg cg cg cf ch cf cf cg ch cf ce cg cg cf cg cg cg cf cf cg cg cf ce ce cf cf cg cf ce cg cf ce cf cg cg ch cg cg cg cf cg ch cg cg cg cf cg ch ch cf cg cg cf cd cg ch cf cf cf cg ce cf ch cg ce cf ce cf cg ch cf ce ch cg cf cf ch cf cg ch ch cg cf ce cg ch ch cf cf cg ce ch cg cf cg ce cf ce ch cg ce cf ch cg ce cg ch ce cf cg cg cf cg cg cf ch ch cg cf cf cf cf cg ch ch ce cf cg cg cf cf cg cg ce cg cg cf cg cf cf ce cg cf cd cf ch cg cf cf cg cf cf cg cg cg,86,2,0,Não
75,bq bm bp bn bp bn bs bm bn br bm bs bo br bm bp bo bo bs bo br bo bn br bt bo bm bm br br bs bn bm bs bn br bm bs bo bq bo bm bu bp br bm bo bo br bo bo bs bq bn bp bp bo br bo bp bn bq bn br bp bn bq bl br bo bp bn bq bq bn bp bn bq br bo bm bn bp br bo br bm bo bo bn bt bm bq bn bp bp bt bq bl bq bp bq bn bp bn bp bp bq br bq bn bn bo bq bt bm bo bm bt bn bp br bn br bm bq bo bs bq bn bq bm bq bp bo bq bn bm bp bp br bn br bm bp br bm bs bp bs bn bp bp bn br bn br bo bo bn bo br br br bm bn br bp bq bp bn bp bo br bm bs bn bm bs bm bt bn bq bo bq br bn bt bm bo br bp br bp bn bn bo bt bm bq bo bo br bm bs bo bs bn,75,0,0,Não
439,al am al al am ak am an ak aj al am al am al am al al am am am ak aj al am al an al al al am am am al al am ak al am al al al ak am al al am aj al am ak al al al am al al am al al al al al an ak al ak ak am al ak ak ak ak ak al al al aj al al al al ak al ak al al al ak ak al al al al al ak ak al al al al aj ak al al al ak aj ak al ak aj al aj ak ak ak al ak ak aj ak al ak ak al ak al am al ak al ak ak al ak am ak aj al ak ak al ak al aj ak ak ak ak al ak aj am al ak ak ak al al ak al ak aj al al al al ak al al aj al al aj ak aj aj al ak ai ak aj aj ak ak ak aj aj ak ak ak ak ak ak aj al al al ak aj ak al am al aj al,439,1,0,Não
15,ba as as as ar au ar as as at at ar as ar at ar as ar as au aq as ar ar at aq au ar as ar ar at aq ba ar as as ar at ar as as aq au ap as ar as at aq ba aq at ar ap at ar as aq ar ar aq at aq at as aq as aq ar ar as ar aq at ar ar ar ar at aq as ao as aq ar as aq as aq ar ap aq at ar at ar aq as aq au ap as ar ar as aq au as aq ar ar as ap ar aq aq au aq as ar ar ar aq as aq as ar aq ar aq as as ar ar ar as aq ar ar as as aq ar ar ar aq aq as ar as aq ar aq ar as aq at aq aq ar aq ar ar as aq ap as aq as ap ar as ar ar aq as aq aq as ar as ar aq aq ar ar ar as aq aq ar aq ar aq ar ar ar ar aq ar aq as ar ar ar ap as,15,0,0,Não
249,be bc ba bc bb bb bd at au bb bb bc bc ba at bc bb ba be bb ba bc bd bc be bc au bb bd bd be bb ba bc be bf bd ba au bd bd bc bd ba bb ba bb bc bc ba at bc bc bd bd bd au bc bd bb bc bc ba bb be bc bd bd bb bb bc bc bc be bb bb bd bd bd bc au au bb bc bc bb ba ba be bb bc bb at ba bc bb ba bc au ba bd bc bb bb au ba bd bd bb bb bb bb bf bb ba bb bb bb bd be bb bc at ba bd bc bc bb au ba bd bc bb ba at as bc bb ba bb au au ba bd bb ba au as bb bc bb au ba au bb bc ba au ba at bb bc au ba au au bb bb au ba bb at bb bb au au au ar bb be ba au bb ba bb bb au au ba au ba bd bc ba bb ba bb bc bb ba au au bb be bb au au at,249,0,0,Não
386,cf cg cf cg ce cc ce ce cf cf cf ce cf cf cf cf ce cd cd cf cf cg ce cd ce cf cf cf ce cb cd cf cf cf cf cd cf cf ce cf cf ce ce ce ce ch cg ce ce ce ce ce cf ce cf cf cf cf cf ce cf cf cd ce cf ce ce cf ce ce cf cd cd ce ce ce cf cd ce ce cf ce ce cd ce cf ce cf cg ce ce cf cf ce cg ce ce cf cg cg cf cd cd cf cf cf cf ce cd cf cf cf cf ce cd ce ce cf cf ce cd ce cf cf cf ce cd ce cf cf cg cf cf ce cf ce cg cg ce cf cf cf cf cg ce ce ce ce cg cg cf ce cf ce cf cf ce ce ce ce ce cf cd cg cf cf ce cf cd cf cg cf ce ce cf cf cg cf ce cf ce cf cg cf ce cf ce cf cf ce ce ce ce cf cg ce ce ce cf ce cg cf ce ce ce cf cf cf,386,2,0,Não
19,aq ap as at ap ap ar ar aq aq aq as aq aq aq aq ar aq aq aq as as aq ar ar aq aq aq ar as aq ap aq au ar ar as as ar ap as as ar aq ar ar ar as ar ap ar at as aq at at aq aq at at aq ar at as ar as at as at as as at at as ar at au at as ar as at ar at at as ar ar au au ar aq at au as at at at as as at as at at aq as ba au ar as ba as ar at ba as ar at au at as at ar at at at at au at ar as ba ba as ar at at as at at at at as at au au ar as au au at at at as as as at at at as ar ar au as ar at at as ar as ar ar as at as at as ar as as at ar as at ar ar as at as ar as ar as as aq ar as at ar as at aq ap ar as ar ar ar,19,1,0,Não
322,bl bm bl bh bi bl bn bo bn bn bm bn bo bo bn bi bh bh bj bj bk bg be be be bd bc ba au bd bf bi bj bi bg bi bk bk bm bl bm bm br br br bp bn bm bn bm bm bl bk bl bl bi bf bd bb bb ba bb ba ba bc bf bf be bd bb au bf bh bj bi bj bk bm bm bm bm bk bi bn bn bo bm bn bk bk bl bk bi be be bh bi bi bh be bb ba bd bb bc bb bb bd bf bi bg be bb bd bg bg bi bi bi bi bm bl bj bh bf bg bi bi bi bj bi bh bi bh be be be be bg bh bg bf bi bg bg be be bd bd bh bj bi bg bg bg bh bi bg bf bf bg bh bl bl bi bg bf bf bj bj bh bh bi bj bl bn bi bg bf bg bi bi bi bg bg bf bg bg bd bc bb bc bf bg bf bf be bf bg bh be bf bg bg bk bm bl bj,322,1,0,Não
332,am am am an an an an am al am an an an am am am an an an am an am am an ao an an am an am am an am am an am am an an an an am am an an am am an an ao am an an am al an am an am an an am an am an am an an an an am am am an an am am an an an an an ao an am an am am am am am am am an an am an am am an an ao am am am am am an an an an am an an am an an an an an am am ao am am an an an an an an an am an an an am am am an an am an am am am ap am am an an am an an an an an an ao an am an am an ao ao an am am am am ao an ao an an am ao an an am am an am am an an an am am an am am am an ao an an ao an an an am am ao am an ao,332,2,0,Não
56,cd cd cd cc cd cd cd cd cc cd cc cd cd cd cc cc cd cd cd cd cc cc cd cc cd cd cc cc cc cd cd cc cc cd cd cd cd cd cd cc cc cd cd cd cd cc ce cd cd cc cc cc cc cc cd cd cd cc cc cd cc cd cc cc cd cd cd cd cd cd cc cc cc cd cd cc cd cc cc cd cd cd cc cc cd cc cd cc cd cd cc cc cc cd cc cc cd cc cc cc cc cb cc cd cc cc cd cd cd cd cc cc cc cc cc cd cd cc cd cd cd cd cd cc cd cc cd cc cc cc cb cc cd cd cc cc cd cc cc cc cc ce cc cd cd cd cd cc cc cc cd cd cc cd cd cd cc cc cc cd ce cc cc cd cc cc cc cd cd cb cd cd cc cd cd cc cc cd cc cc cc cc cc cb cc cd cc cc cd cc cc cd cc cc cc cc cc cd cd cc cc cb cc cc cc cc cd cc,56,2,0,Não
301,ar as as at at aq aq aq ar at at as ar ar as ar as ap ar as at aq as ar ar as ar aq as ar ar ar ar ar at at ar ar aq ar aq ar as at as ar ar aq as at as aq ar as as ar ar ar ar ar ar aq at ar as ar aq ar ba as ar aq aq au au au as as aq as as as at as ap ar ar au at ar ao aq as as ar aq ar as au at ar aq ar ar at as as at au aq at as as at as ar au as as at at at at as aq as ar at as as aq as as ar ar aq ar ar at aq as au ar ar at as at au as ap au as au au as aq as ar at ba at at as aq as at at ar ar ar as ba at ar aq at as at au aq ar as at au au as as ar aq at at at at at as at ba ar at as at at as au at au at as,301,1,0,Não
229,bt bn bn bq bq bp bm br bp bm bq br bp bn bo bs bo bo br br bo bq br bm bq bu br bn bo bu bp bo bp bt bt bl bo bq bp bp bo bq bm bp br bn bo br br bn bn bq bs bp bm bu bs bn bo bs bq bn bs bs bo bq bn bu br bm br br bp bq br bp bo bt bo bn bp bq br bo bq bt bp bn bn ca bo bn bs bq bs bo bs bt bo bs bp bq bo bq bs bm bq bs bs bq bm bu bq bm bo ca bt bm bs bq bq bp bn bu bn bo bs bs bs bo cc bo bm ca bn bq br br bs bp br br br bm bt ca bn bp bs bs bo br bs bo br bp bp bq bp ca bo bn bs bs bq bn bs bt bn bn bt bt bo br bt bp bp bq br bo br bt bs bq bp bs bq bo bt bq bn bq bt br bo bq bt bp bp bp bq br bn bs bu bo bq bs,229,1,1,Sim
331,cf cc cd cg cf cd cc cd ca cf cg ce cc cd ce cf ch ce cc ce cd cc cf ce cg cg cd ce cg cf cd ce cb ce cg cd ce cg ce ce cf cb cd cf cd cd ce cd ce ch ce cd cd cc cb ce cg cd cf cd cd cf cg ce cf cc cb cf cg ce ce ce cc cf cf ce cf ce cd cf cg cc cg ce cb cd ce ce ce ce cb cf cf cc cd ce cd ce ce cd cf cg ce cd cd cc ce ce cd ce cf cf ce cg ce cf cf cc cd cf cf ce ch ce ce cf cc cd cf ce cd cf ce cg cf cf cd ce cb cd cf ce cd ce ce ce ch ce cb cc cc ce cf cf ce cf cc cc cg cg cd cc cc cb ch ci cf cd cd cd cd cg ce cg ce cc ce cg cf cf cd cb cc cf ce cf cf cc cf ce cc ce ce cc cc ch cc cf cf ce cf ce cd cd cf ce ce ch,331,1,0,Não
132,an am ap an ao an am ao an ap aq aq an an an am ar ap ap an am ap ap aq ap ap an ao as ap ao an an an ao ar aq ao am am ap ao ap ao ao an ao ap am aq ap an an ao am an ap ao aq ao ao aq ap am ap ap an ao ao ap ap aq an an aq ap ao ao an an aq ao ao aq ap am ao ao an ao an an aq aq ao ap an am ap ap ap aq ao an ap ap ap ap ap an an ap an aq ap ao an ao ap ao ap am ap ap ap aq ar ap an ao an an aq ap ap ao ao aq aq ao an aq an an ap an ap aq ar an an ao ap aq am aq ao ao aq aq as an ao am ao ar ar ar am ap ao aq ar ap ap an ap ar aq ap an ao an aq ap ao dt br db co dt bg an ah af am an aq am an ar ar ar ar bb am an as,132,0,0,Não
137,bk bk bj bl bk bl bj bm bj bk bk bl bi bj bj bm bk bl bj bk bj bm bj bj bj bj bk bl bj bj bn bj bj bj bk bl bl bi bj bk bn bk bk bj bl bj bk bj bl bl bl bi bl bl bm bk bi bi bj bl bk bl bj bl bj bk bk bl bj bk bi bk bk bm bj bk bi bk bk bm bj bj bj bl bk bl bi bk bl bj bj bk bl bl bk bh bk bk bl bi bj bi bl bk bl bi bl bk bk bi bk bj bm bj bk bk bm bj bj bi bj bk bk bj bk bk bk bl bi bk bj bk bj bk bj bk bk bl bi bj bj bk bj bl bi bm bl bk bi bk bk bj bj bh bj bj bl bj bj bj bl bi bk bi bk bj bk bi bj bk bl bi bj bi bj bj bk bi bk bl bk bj bk bk bi bk bi bj bj bl bi bk bj bj bj bk bi bk bj bl bj bk bh bk bj bj bh bi,137,2,0,Não
424,bn bp bo bn bn bn bn bp bp bo bp bo bn bo bn bo bp bm bm bm bo bp bo bn bm bq bp bp bn bn bn bm bo bp bq bn bo bn bo bo bn bm bm bo bo bo bp bm bn bp bo bo bo bo bn bo bn bp bn bo bo bm bp bp bp bm bo bp bo bp bn bp bn bq bp bo bo bn bo bo bp bo bo bo bn bm bn bp bp bm bn bo bo bn bn bn bo bp bo bq bn bo bn bn bo bn bo bn bo bm bq bq bn bp bn bp bo bp bo bm bm bo bp bo bp bp bn bn bn bp bn bn bo bm bo bo bp bn bo bo bo bo bn bp bm bo bn bo bo bo bq bn bp bo bo bo bo bp bo bq bp bo bp bp bp bo bo bo bn bo bo bq bo bp bn bo bq bo bo bn bo bn bp bo bp bn bn br bn bq bp bo bn bo bq bo bp bo bo bp bq bq bo bp bo bo bq bo,424,1,0,Não
335,am am am am am am an am an am an an al am al an am am am am an al am an al an ak am am am an al an al al am al am al am am am an al an al an am al an al an am am an al an am am ak al an al am al am al ak am al al am ak al ak al al al al am am al am al am al al al al am al al ak al ak ak am ak aj ak aj al aj al ak aj ak aj al ak ak ak al am aj am ak al am ak al aj al ak al al ak al aj ak al ak al aj al ak ak ak aj am ak al ak aj ak ai am ak al al aj am al al ak ak am aj ak aj ak al ai am ak ak aj aj ak aj ak aj aj ak ai ak ai ak ai aj ak ah ak aj ak ak aj ak ai ak aj ak al aj ak ak ak ak ak al aj aj aj ak ai aj al aj,335,2,0,Não
25,bq br br br bs br bp br bq br br br br br br br br br bq bq bq br bs bq br br bq br bq br bs bp bq bq bq br br bq bp br br bq bq bq br bq br bt br br bq br br br bq br bq bs br br br br bq br br bq bq bq bq bq br bq br bp bq bq bq bq br bq br br br bq bq bq bq br bq br bq bq br br bq bq bp br bp bq bq bq bq br bq bp bq bq bq bq bp bq bq bp bs bq bq bq bq bq br bq bq bq bq bq bq bp bq bo bp bq bq bp bq bq bq bq bp bq bq bq bq bq bp bq br bq bq bq bp br bq bq br bp bq br bq br bq bq bq bo bq bq bq bp br bq bp br bp bo bp bp bq bq bp br bp bp bp bp bp bp bq bq bq bq bq br bo bq bq bq bq bq bq bq bq bp bq bp bq bo bo bp,25,1,0,Não
